age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,total_expenses,disposable_income,expense_to_income_ratio,foir,emi_burden_ratio,savings_to_income_ratio,emergency_fund_buffer_months,loan_to_income_ratio,requested_monthly_installment_estimate,per_capita_disposable_income,affordability_index,credit_risk_tier,employment_stability_score,financial_health_score
48.0,Male,Married,Professional,42100.0,Private,2.3,Mid-size,Family,0.0,2,1,13900.0,14000.0,4400.0,10100.0,6700.0,No,0.0,687.0,98400.0,42500.0,Education EMI,88000.0,35,Not_Eligible,500.0,49100.0,-7000.0,1.1662707838202786,0.0,0.0,3.34679334908915,0.8655804480475442,0.17418844022134958,2514.285642448982,-3500.0,-2.7840909875290545,Fair,Moderate,19.026239534615428
38.0,Male,Married,Graduate,66500.0,Private,2.9,Mid-size,Rented,16900.0,4,3,8600.0,0.0,7100.0,16700.0,11600.0,Yes,10900.0,704.0,476900.0,147100.0,Home Appliances EMI,113000.0,24,Not_Eligible,500.0,60900.0,-5300.0,0.9157894736704394,0.4180451127756685,0.16390977443362542,9.383458646475438,2.0487465180773157,0.1416040100248852,4708.333137152786,-1325.0,-1.1256637634777351,Good,Moderate,43.717416802454636
27.0,Female,Single,High School,28800.0,Private,3.0,Large Indian,Rented,6200.0,1,0,0.0,0.0,1800.0,6900.0,2000.0,No,0.0,700.0,62800.0,30000.0,Vehicle EMI,1153000.0,38,Not_Eligible,5950.0,16900.0,11900.0,0.5868055555351803,0.21527777777030285,0.0,3.2222222221103394,1.7751479288890444,3.3362268518421985,30342.104464681463,11900.0,0.3921942861102312,Good,Established,93.87573964444522
32.0,Male,Single,Post Graduate,56900.0,Private,0.5,Startup,Rented,13400.0,1,0,0.0,0.0,5200.0,15300.0,10700.0,Yes,12500.0,689.0,195100.0,48400.0,Education EMI,109000.0,27,Not_Eligible,500.0,44600.0,-200.0,0.7838312829387727,0.45518453426265054,0.21968365553216723,4.279437609766618,0.8476357267802516,0.15963678968927997,4037.036887517152,-200.0,-0.04954128622626042,Fair,Probation/Junior,45.66875860041391
58.0,Female,Married,Graduate,63600.0,Private,7.8,Mid-size,Family,0.0,4,3,0.0,0.0,3400.0,13000.0,10000.0,Yes,13700.0,703.0,271700.0,138300.0,E-commerce Shopping EMI,17000.0,9,Eligible,8225.0,26400.0,23500.0,0.41509433961611486,0.21540880502805962,0.21540880502805962,6.446540880401784,3.4488778054002776,0.022274633123660542,1888.8886790123693,5875.0,12.441177846354668,Good,Senior/Veteran,100.0
27.0,Male,Single,High School,30800.0,Private,0.5,MNC,Family,0.0,1,0,0.0,0.0,3300.0,4800.0,3300.0,Yes,4700.0,705.0,196000.0,33300.0,Education EMI,380000.0,40,Not_Eligible,4116.0,11400.0,14700.0,0.3701298701178529,0.15259740259244814,0.15259740259244814,7.4448051945634806,2.0683229812379924,1.0281385281357465,9499.999762500007,14700.0,1.547368459573961,Good,Probation/Junior,95.34161490618996
48.0,Female,Single,Post Graduate,48700.0,Private,7.1,Startup,Own,0.0,2,1,11200.0,11300.0,4000.0,10700.0,7100.0,No,0.0,766.0,215700.0,89300.0,E-commerce Shopping EMI,27000.0,6,Not_Eligible,2640.0,44300.0,4400.0,0.909650924005962,0.0,0.0,6.262833675436082,2.0158013543563023,0.04620123203277515,4499.999250000124,2200.0,0.9777779405234568,Excellent,Senior/Veteran,70.30693285130454
27.0,Female,Single,Graduate,46900.0,Private,1.8,Large Indian,Family,0.0,2,1,0.0,0.0,4900.0,13100.0,8300.0,No,0.0,807.0,171400.0,96000.0,Vehicle EMI,1235000.0,42,Not_Eligible,12360.0,26300.0,20600.0,0.5607675906063803,0.0,0.0,5.701492537191866,3.6501901139296504,2.1943852167693776,29404.761204648545,10300.0,0.7005668182757702,Excellent,Moderate,100.0
32.0,Male,Married,Professional,30000.0,Government,7.6,Small,Own,0.0,3,2,0.0,0.0,4000.0,6900.0,2500.0,No,0.0,836.0,220100.0,94600.0,Personal Loan EMI,804000.0,59,Not_Eligible,12051.6,13400.0,16600.0,0.4466666666517778,0.0,0.0,10.489999999650333,7.05970149201047,2.2333333333271295,13627.118413099688,5533.333333333333,1.2181592245374733,Excellent,Senior/Veteran,100.0
38.0,Male,Married,Professional,141900.0,Private,7.2,Mid-size,Family,0.0,4,3,0.0,0.0,16800.0,24000.0,13100.0,Yes,31500.0,775.0,952300.0,544500.0,Vehicle EMI,738000.0,72,Eligible,26103.0,53900.0,56500.0,0.3798449612376332,0.22198731500900643,0.22198731500900643,10.548273431920025,6.375878220065856,0.4334038054965742,10249.999857638892,14125.0,5.512195197971709,Excellent,Senior/Veteran,100.0
27.0,Male,Single,Graduate,18000.0,Private,0.5,Mid-size,Family,0.0,2,1,0.0,5500.0,1000.0,3300.0,2800.0,Yes,2500.0,744.0,118100.0,39700.0,E-commerce Shopping EMI,149000.0,14,Not_Eligible,893.2,12600.0,2900.0,0.6999999999611111,0.13888888888117285,0.13888888888117285,8.76666666617963,2.629139072673567,0.6898148148116212,10642.856382653115,1450.0,0.27248324091399484,Good,Probation/Junior,90.14569536647895
48.0,Male,Single,Graduate,90900.0,Private,26.0,Large Indian,Family,0.0,1,0,0.0,0.0,5800.0,22600.0,9800.0,Yes,10000.0,753.0,208800.0,73900.0,Education EMI,331000.0,46,Eligible,17934.0,38200.0,42700.0,0.42024202419779716,0.11001100109889977,0.11001100109889977,3.110011001065897,1.5331950207150788,0.3034470113675253,7195.652017485826,42700.0,5.934139100988005,Excellent,Senior/Veteran,92.66597510357539
27.0,Male,Married,Post Graduate,28000.0,Private,0.6,MNC,Family,0.0,4,3,11000.0,16300.0,2200.0,7700.0,2300.0,No,0.0,815.0,149800.0,82100.0,Personal Loan EMI,104000.0,23,Not_Eligible,500.0,39500.0,-11500.0,1.410714285663903,0.0,0.0,8.282142856847067,2.078481012605608,0.3095238095228883,4521.738933837438,-2875.0,-2.5432693407837,Excellent,Probation/Junior,5.535262209915803
38.0,Male,Married,Professional,30000.0,Private,11.8,MNC,Rented,5100.0,3,2,0.0,5300.0,2100.0,5200.0,5900.0,No,0.0,751.0,115100.0,51800.0,Home Appliances EMI,273000.0,27,Not_Eligible,3840.0,23600.0,6400.0,0.7866666666404445,0.16999999999433332,0.0,5.563333333147889,2.1949152541442833,0.7583333333312269,10111.110736625527,2133.3333333333335,0.6329670563476553,Excellent,Senior/Veteran,81.04124293948585
27.0,Male,Married,High School,48000.0,Government,2.7,MNC,Rented,11400.0,2,1,2100.0,10500.0,2700.0,8800.0,2800.0,Yes,9200.0,701.0,302600.0,67700.0,Education EMI,128000.0,25,Not_Eligible,500.0,38300.0,500.0,0.7979166666500433,0.4291666666577257,0.1916666666626736,7.714583333172612,1.4252631578647312,0.2222222222218364,5119.999795200008,250.0,0.09765625388717651,Good,Moderate,74.2513157912794
27.0,Female,Single,Graduate,58100.0,Private,2.2,MNC,Rented,18900.0,3,2,0.0,0.0,7600.0,13900.0,4000.0,No,0.0,727.0,50300.0,19100.0,Personal Loan EMI,724000.0,60,Not_Eligible,5480.0,44400.0,13700.0,0.7641996557527676,0.32530120481367814,0.0,1.1944922547126593,0.4301801801704914,1.0384394721729224,12066.66646555556,4566.666666666667,1.1353591348506606,Good,Moderate,74.01492844063105
38.0,Male,Married,Post Graduate,72200.0,Private,5.3,Startup,Rented,15000.0,4,3,3500.0,0.0,7600.0,11300.0,9300.0,No,0.0,711.0,522100.0,125700.0,Personal Loan EMI,797000.0,42,Not_Eligible,14025.0,46700.0,25500.0,0.6468144044231744,0.20775623268410312,0.0,8.9722991688508,2.69164882221217,0.9198984302851801,18976.19002437643,6375.0,1.3437892414599257,Good,Established,94.7130917572069
38.0,Female,Married,Graduate,30800.0,Private,8.7,MNC,Own,0.0,3,2,6800.0,7200.0,2700.0,6300.0,2500.0,No,0.0,716.0,134700.0,74000.0,Vehicle EMI,1172000.0,62,Not_Eligible,2650.0,25500.0,5300.0,0.8279220778951973,0.0,0.0,6.775974025754027,2.901960784199923,3.1709956709870912,18903.22550156088,1766.6666666666667,0.28037543112851254,Good,Senior/Veteran,81.27603768938383
48.0,Female,Married,Graduate,35300.0,Private,15.1,Startup,Family,0.0,3,2,0.0,0.0,3000.0,7400.0,5300.0,No,0.0,830.0,101100.0,38200.0,Vehicle EMI,238000.0,17,Not_Eligible,11760.0,15700.0,19600.0,0.44475920678626746,0.0,0.0,3.946175637281978,2.433121018953304,0.5618508026426774,13999.999176470636,6533.333333333333,1.4000000822529413,Excellent,Senior/Veteran,97.16560509476652
38.0,Male,Married,Professional,99900.0,Private,13.9,Small,Family,0.0,2,1,0.0,0.0,8300.0,24000.0,18000.0,No,0.0,727.0,88300.0,19800.0,Home Appliances EMI,264000.0,22,Eligible,19840.0,50300.0,49600.0,0.5035035034984635,0.0,0.0,1.0820820820712505,0.39363817096632925,0.2202202202200365,11999.99945454548,24800.0,4.1333335208676765,Good,Senior/Veteran,86.96819085483165
38.0,Female,Married,Post Graduate,64200.0,Private,3.0,Large Indian,Rented,21600.0,3,2,12900.0,0.0,3900.0,12300.0,8100.0,No,0.0,689.0,131100.0,53000.0,Education EMI,301000.0,30,Not_Eligible,2700.0,58800.0,5400.0,0.9158878504530236,0.33644859812560046,0.0,2.8676012460612523,0.9013605442023578,0.39070612668692795,10033.3329988889,1800.0,0.5382059979530027,Fair,Established,64.23577468476991
58.0,Male,Married,Graduate,43100.0,Private,16.0,Mid-size,Rented,10200.0,3,2,0.0,0.0,3700.0,12600.0,8000.0,Yes,10800.0,655.0,281100.0,167200.0,E-commerce Shopping EMI,172000.0,19,Not_Eligible,500.0,34500.0,-2200.0,0.8004640371043976,0.48723897910702463,0.2505800463978984,10.401392111127578,3.6909492272915907,0.3325599381277406,9052.6311024931,-733.3333333333334,-0.24302326857780554,Fair,Senior/Veteran,52.85614849415647
32.0,Male,Married,Post Graduate,103100.0,Government,1.6,Startup,Family,0.0,3,2,0.0,0.0,9300.0,30000.0,6100.0,No,0.0,741.0,639300.0,268500.0,Personal Loan EMI,448000.0,55,Eligible,31735.0,45400.0,57700.0,0.4403491755534399,0.0,0.0,8.805043646859312,5.914096916169293,0.36210798577403647,8145.454397355375,19233.333333333332,7.083705485067848,Good,Moderate,100.0
38.0,Female,Married,Graduate,26100.0,Government,0.7,MNC,Family,0.0,2,1,0.0,21500.0,3300.0,4900.0,4300.0,No,0.0,710.0,63600.0,33400.0,E-commerce Shopping EMI,134000.0,15,Not_Eligible,500.0,34000.0,-7900.0,1.3026819922872535,0.0,0.0,3.716475095643047,0.9823529411475779,0.4278416347368204,8933.332737777819,-3950.0,-0.884328417065187,Good,Probation/Junior,8.697205322757611
48.0,Male,Married,Post Graduate,35800.0,Government,26.0,MNC,Own,0.0,3,2,0.0,0.0,3600.0,10100.0,3100.0,Yes,4500.0,710.0,162900.0,50300.0,Home Appliances EMI,66000.0,11,Not_Eligible,5582.5,16800.0,14500.0,0.46927374300365154,0.12569832401883524,0.12569832401883524,5.955307262403483,2.361502347306972,0.1536312849158435,5999.999454545505,4833.333333333333,2.416666885960858,Good,Senior/Veteran,96.80751173653486
38.0,Male,Married,Graduate,21000.0,Private,7.7,MNC,Rented,3600.0,4,3,0.0,24400.0,1300.0,6100.0,1700.0,No,0.0,689.0,70600.0,20500.0,Vehicle EMI,97000.0,63,Not_Eligible,500.0,37100.0,-16100.0,1.7666666665825397,0.17142857142040815,0.0,4.338095237888662,0.5525606468853758,0.38492063491910744,1539.6825152431347,-4025.0,-10.45670119011575,Fair,Senior/Veteran,5.0
38.0,Male,Single,Professional,91700.0,Private,4.5,Mid-size,Rented,26200.0,2,1,0.0,0.0,12200.0,23600.0,9300.0,Yes,10000.0,681.0,516600.0,297400.0,Vehicle EMI,736000.0,39,Not_Eligible,3640.0,71300.0,10400.0,0.7775354416491,0.3947655397994028,0.10905125408823282,8.876772082782152,3.6580565805208116,0.6688476917478473,18871.794387902708,5200.0,0.5510869706229723,Fair,Established,85.797164668072
27.0,Male,Married,Graduate,26200.0,Private,0.6,Large Indian,Rented,6300.0,3,2,0.0,0.0,1600.0,6400.0,5200.0,No,0.0,783.0,65400.0,26000.0,E-commerce Shopping EMI,22000.0,3,Not_Eligible,3216.0,19500.0,6700.0,0.7442748091318979,0.2404580152579978,0.0,3.48854961818746,1.3333333332649573,0.06997455470715656,7333.330888889704,2233.3333333333335,0.9136366680572313,Excellent,Probation/Junior,80.12468193577295
48.0,Male,Single,Professional,36600.0,Self-employed,26.0,Mid-size,Family,0.0,2,1,13300.0,0.0,3700.0,9300.0,5100.0,No,0.0,700.0,234100.0,80200.0,Home Appliances EMI,67000.0,34,High_Risk,2574.0,31400.0,5200.0,0.857923497244319,0.0,0.0,8.587431693754441,2.554140127307193,0.1525500910743339,1970.588177335642,2600.0,2.638806046422098,Good,Senior/Veteran,77.13682085699044
48.0,Male,Married,Graduate,56900.0,Private,8.7,Large Indian,Own,0.0,3,2,0.0,0.0,4500.0,16300.0,4000.0,No,0.0,740.0,181000.0,101600.0,Education EMI,287000.0,24,High_Risk,16050.0,24800.0,32100.0,0.4358523725758198,0.0,0.0,4.966608084271237,4.096774193383195,0.42032806092498487,11958.332835069465,10700.0,2.6843206691135064,Good,Senior/Veteran,100.0
38.0,Male,Married,High School,34700.0,Private,12.3,Large Indian,Own,0.0,3,2,0.0,0.0,2300.0,6500.0,2400.0,No,0.0,747.0,124000.0,44400.0,E-commerce Shopping EMI,50000.0,22,Eligible,11750.0,11200.0,23500.0,0.3227665705958857,0.0,0.0,4.853025936459567,3.96428571393176,0.12007684918318906,2272.7271694214924,7833.333333333333,10.3400004654504,Good,Senior/Veteran,100.0
48.0,Female,Married,Post Graduate,86800.0,Private,7.9,Large Indian,Rented,22500.0,4,3,14200.0,0.0,6200.0,17600.0,14400.0,No,0.0,829.0,479700.0,207300.0,Vehicle EMI,160000.0,20,Not_Eligible,7140.0,74900.0,11900.0,0.8629032257965104,0.25921658985876483,0.0,7.9147465436876185,2.7676902536346106,0.15360983102903839,7999.999600000019,2975.0,1.4875000741890625,Excellent,Senior/Veteran,77.80619320445223
48.0,Male,Married,Graduate,52700.0,Private,1.0,Mid-size,Rented,16800.0,3,2,0.0,0.0,5600.0,10900.0,6600.0,Yes,14200.0,568.0,148300.0,66800.0,E-commerce Shopping EMI,55000.0,22,Not_Eligible,500.0,39900.0,-1400.0,0.7571157495112502,0.5882352941064851,0.2694497153649061,4.0815939278162885,1.2347504620843854,0.08697027197962212,2499.9998863636415,-466.6666666666667,-0.5600000252305455,Poor,Moderate,40.42802176206796
48.0,Male,Married,Graduate,80500.0,Private,2.9,Small,Own,0.0,2,1,0.0,10900.0,7300.0,20600.0,8900.0,No,0.0,713.0,400900.0,192700.0,Personal Loan EMI,102000.0,40,Eligible,16400.0,47700.0,32800.0,0.592546583843571,0.0,0.0,7.37391304338666,4.039832285030611,0.10559006211169193,2549.9999362500016,16400.0,12.86274541456363,Good,Moderate,100.0
48.0,Male,Married,Graduate,60700.0,Private,26.0,Startup,Rented,14900.0,4,3,8200.0,0.0,8600.0,17100.0,4900.0,No,0.0,677.0,100900.0,41300.0,Personal Loan EMI,878000.0,14,Not_Eligible,2800.0,53700.0,7000.0,0.8846787479261173,0.2454695222364832,0.0,2.34266886322335,0.7690875232631454,1.2053816584277794,62714.2812346942,1750.0,0.1116173200437783,Fair,Senior/Veteran,66.07113778222634
32.0,Male,Married,Professional,65400.0,Private,5.0,MNC,Rented,17100.0,4,3,14300.0,0.0,3300.0,17200.0,9400.0,No,0.0,746.0,181200.0,91600.0,Vehicle EMI,1196000.0,81,Not_Eligible,2050.0,61300.0,4100.0,0.9373088684871971,0.2614678899042589,0.0,4.171253822566189,1.4942903751795384,1.523955147806417,14765.43191647615,1025.0,0.2776755886935688,Good,Established,65.48674239692193
48.0,Male,Married,Post Graduate,31600.0,Private,14.6,Mid-size,Own,0.0,3,2,7900.0,18500.0,2400.0,6300.0,3900.0,No,0.0,734.0,122200.0,32800.0,E-commerce Shopping EMI,136000.0,7,Not_Eligible,500.0,39000.0,-7400.0,1.2341772151508172,0.0,0.0,4.905063290984017,0.8410256410040763,0.35864978902859007,19428.568653061622,-2466.6666666666665,-0.3808824073333369,Good,Senior/Veteran,13.470950992954997
38.0,Female,Married,Professional,22500.0,Government,1.9,Large Indian,Family,0.0,2,1,0.0,0.0,2100.0,6700.0,2100.0,Yes,6500.0,681.0,93200.0,21900.0,Home Appliances EMI,291000.0,17,Not_Eligible,1785.0,10900.0,5100.0,0.48444444442291357,0.28888888887604935,0.28888888887604935,5.115555555328197,1.2586206895828378,1.077777777773786,17117.64605190317,2550.0,0.2979381618382648,Fair,Moderate,91.29310344791419
38.0,Male,Married,High School,71800.0,Government,4.2,Mid-size,Own,0.0,2,1,8000.0,0.0,9700.0,12500.0,10300.0,No,0.0,781.0,427000.0,167100.0,E-commerce Shopping EMI,82000.0,7,Eligible,20658.0,40500.0,31300.0,0.564066852359832,0.0,0.0,8.274373258937684,4.125925925824051,0.09517177344464349,11714.284040816565,15650.0,2.671951600991419,Excellent,Established,100.0
58.0,Male,Married,High School,23900.0,Private,25.7,Mid-size,Own,0.0,2,1,14600.0,17900.0,1900.0,3800.0,2200.0,No,0.0,716.0,170900.0,90700.0,E-commerce Shopping EMI,195000.0,19,Not_Eligible,500.0,40400.0,-16500.0,1.69037656896693,0.0,0.0,10.945606694102693,2.2450495048949244,0.6799163179892611,10263.157354570665,-8250.0,-1.6076923921510453,Good,Senior/Veteran,5.0
38.0,Female,Married,Graduate,29100.0,Private,5.2,Startup,Own,0.0,3,2,11800.0,12900.0,2400.0,6600.0,3500.0,Yes,2900.0,725.0,206900.0,49700.0,E-commerce Shopping EMI,35000.0,24,Not_Eligible,500.0,37200.0,-11000.0,1.278350515419988,0.09965635738489154,0.09965635738489154,8.817869415504541,1.2394014962284439,0.10022909507416887,1458.333272569447,-3666.6666666666665,-7.542857451970611,Good,Established,11.928966247543187
32.0,Female,Married,Post Graduate,56100.0,Private,4.6,Small,Rented,15400.0,4,3,5400.0,0.0,6200.0,15600.0,10700.0,Yes,12500.0,694.0,346200.0,131000.0,E-commerce Shopping EMI,112000.0,4,Not_Eligible,500.0,53300.0,-9700.0,0.9500891265427791,0.4973262031996912,0.22281639928301575,8.506238859028409,1.990881458936309,0.16636957813403688,27999.99300000175,-2425.0,-0.34642865802334183,Fair,Established,35.13444294728083
38.0,Male,Single,Post Graduate,97900.0,Private,2.1,Mid-size,Rented,28300.0,1,0,0.0,0.0,8500.0,14900.0,10300.0,No,0.0,682.0,475400.0,192800.0,Home Appliances EMI,260000.0,34,Eligible,17950.0,62000.0,35900.0,0.6332992849782094,0.28907048007876335,0.0,6.82533197132967,3.1096774193046826,0.2213142662578981,7647.058598615924,35900.0,4.694615522078396,Fair,Moderate,97.33605720174324
27.0,Female,Married,Post Graduate,72800.0,Private,5.0,Mid-size,Family,0.0,2,1,11500.0,0.0,4600.0,11400.0,7800.0,No,0.0,674.0,472000.0,135100.0,Vehicle EMI,898000.0,71,High_Risk,20625.0,35300.0,37500.0,0.4848901098834494,0.0,0.0,8.339285714171165,3.827195467313677,1.0279304029292262,12647.887145804407,18750.0,2.9649220905228177,Fair,Established,100.0
38.0,Female,Married,Post Graduate,53500.0,Private,3.3,Large Indian,Own,0.0,2,1,0.0,0.0,4200.0,11300.0,8500.0,Yes,10800.0,749.0,365000.0,208500.0,Personal Loan EMI,843000.0,37,Not_Eligible,7199.5,24000.0,18700.0,0.4485981308327365,0.20186915887473142,0.20186915887473142,10.719626168023932,5.991379310172661,1.3130841121474874,22783.783168005863,9350.0,0.8207592155037151,Good,Established,100.0
27.0,Male,Single,Graduate,25200.0,Private,1.2,Large Indian,Family,0.0,1,0,0.0,0.0,1600.0,4300.0,3300.0,Yes,7000.0,900.0,177300.0,37100.0,Vehicle EMI,661000.0,77,Not_Eligible,3465.0,9200.0,9000.0,0.3650793650648778,0.27777777776675483,0.27777777776675483,8.507936507598892,2.290123456648758,2.1858465608393325,8584.41547292967,9000.0,1.048411511224315,Excellent,Moderate,96.45061728324379
48.0,Male,Married,Graduate,22000.0,Government,0.5,Mid-size,Own,0.0,3,2,13500.0,0.0,2100.0,4000.0,3300.0,Yes,4500.0,753.0,168900.0,81800.0,E-commerce Shopping EMI,106000.0,18,Not_Eligible,500.0,22900.0,-5400.0,1.0409090908617769,0.20454545453615702,0.20454545453615702,11.39545454493657,2.9854014597450584,0.4015151515136306,5888.888561728413,-1800.0,-0.9169811828631541,Excellent,Probation/Junior,39.65428002978314
27.0,Female,Married,Graduate,55100.0,Self-employed,0.5,Small,Own,0.0,3,2,0.0,7500.0,6000.0,9800.0,3200.0,Yes,6200.0,577.0,309500.0,148200.0,Personal Loan EMI,433000.0,21,Not_Eligible,5644.8,26500.0,22400.0,0.48094373864825873,0.1125226860233662,0.1125226860233662,8.306715063370113,4.5321100916045225,0.654869933453335,20619.046637188254,7466.666666666667,1.0863741856286055,Poor,Probation/Junior,100.0
38.0,Female,Married,Graduate,18000.0,Self-employed,0.7,Mid-size,Rented,3900.0,3,2,9100.0,0.0,1500.0,3000.0,1300.0,Yes,2700.0,625.0,120900.0,43000.0,Personal Loan EMI,275000.0,16,Not_Eligible,500.0,18800.0,-3500.0,1.0444444443864198,0.36666666664629627,0.14999999999166666,9.10555555504969,1.9999999999069766,1.273148148142254,17187.498925781318,-1166.6666666666667,-0.2036363763517884,Poor,Probation/Junior,34.44444444862129
27.0,Female,Single,Professional,49600.0,Government,0.5,Large Indian,Own,0.0,1,0,0.0,0.0,2600.0,12200.0,3000.0,Yes,11400.0,693.0,170900.0,78400.0,E-commerce Shopping EMI,139000.0,16,Not_Eligible,7140.0,17800.0,20400.0,0.3588709677347002,0.2298387096727855,0.2298387096727855,5.02620967731802,2.684931506757365,0.23353494623616677,8687.499457031283,20400.0,2.3482015853412146,Fair,Probation/Junior,98.42465753378683
